file,transcription
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/B7_259.wav,tɕʰjɛn55 pai̯214 njɛn35 lai̯35 ʈʂu35 ʂwei̯35 tsʰau̯214 aɚ̯35 tɕy55 kʰau̯51 tʰjɛn55 jaŋ214 ʈʂʰu51 tɤ0 tsaŋ51 tsu35 mu51 min35 kʰai̯55 ʂʐ̩214 tsai̯51 wei̯35 lan35 nei̯51 hwa35 pʰjɛn51 lwən35 mu51 piŋ51 li51 jʊŋ51 nʊŋ35 tɕi55 tɕy51 ʈʂʊŋ51 tsʰau̯214
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/B12_399.wav,tʰa55 mən0 an51 ti51 tɕʰy55 pa214 tsʰan35 tɕjɛn214 kʊŋ51 iŋ51 kei̯214 sau̯55 sz̩55 ʈʂʰaŋ214 sau̯55 sz̩55 ʈʂʰaŋ214 twei̯51 tɕje55 ʈʂʐ̩55 ʈʂʰou̯35 ʈʂʰaŋ214 ʈʂʐ̩55 ʈʂʰou̯35 ʈʂʰaŋ214 twei̯51 kʰou̯214 in51 ʐan35 ʈʂʰaŋ214
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/C18_593.wav,i35 lei̯51 ʈʂən51 tʰʊŋ51 ɕin55 jau̯51 jɛn35 swan55 aɚ̯51 tɕʰiŋ55 ai̯55 tʰwo55 fei̯55 tɤ0 jɛn35 ʈʂʐ̩51 ʈʂʰəŋ35 kʊŋ55 wei̯51 ʐən35 lei̯51 ɕyn35 ʈʂau̯214 ɕin55 tɤ0 tʰɤ51 ɕjau̯51 ʈʂən51 tʰʊŋ51 jau̯51 u51 kʰai̯55 pʰi51 lɤ0 ɕin55 lu51
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/C14_626.wav,wo35 i214 wei̯35 ʈʂɤ51 pi51 nəŋ35 wən51 ʈʂu51 tʰa55 mən0 in55 wei̯51 tʰa55 mən0 pi51 pu35 hwei̯51 tsai̯51 wei̯51 pʰa51 wo214 ʈʂʰəŋ35 lɤ0 lau̯214 tɕɥe35 hu51 aɚ̯35 ɥɛn51 mei̯214 ɥe51 tɕin55 tʰje55 wo214 two55 ʂau̯214 tɕʰjɛn35
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/A6_71.wav,ljou̯35 jʊŋ214 kaŋ55 təŋ214 wei̯214 ɥɛn35 hu55 y51 ʂʐ̩35 ɕiŋ35 jau̯51 pʰin214 ʈʂwan55 iŋ35 tɕʰɥe51 pau̯214 jʊŋ51 jau̯51 an55 tɕʰɥɛn35
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/C18_617.wav,ʂən55 ʈʂwo35 tsaŋ51 pʰau̯35 in214 su55 jou̯35 ʈʂʰa35 tɕʰi35 ma214 ʈʂʰʐ̩35 ʈʂʰəŋ214 y35 hwaŋ55 ɥɛn35 ʈʂʰəŋ35 wei̯35 ɕy214 two55 hai̯214 wai̯51 jou̯35 kʰɤ51 nan35 i214 waŋ51 tɕʰɥe51 tɤ0 tʰi214 jɛn51
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/D11_987.wav,tsʰʊŋ35 ja55 pʰjɛn51 ʈʂan51 ʈʂəŋ55 tau̯51 tɕʰiŋ55 ʈʂəŋ51 fu214 kʰwa214 tʰai̯35 tɕin214 twei̯51 wai̯51 pʰei̯35 kʰwan214 i35 ɕjaŋ51 lei̯214 tɕi51 tɕjaŋ55 tɕin51 pai̯35 in35 ʂʐ̩35 san55 i51 ljaŋ214
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/A6_84.wav,tsʰʊŋ35 fei̯55 tɕi55 ʂaŋ51 waŋ214 ɕja51 waŋ51 tɕʰy51 tɕjou̯51 ʐu35 tʰʊŋ35 i35 kɤ51 ʂwo51 ta51 tɤ0 y51 pʰən35 i35 jaŋ51 pʰən35 ti214 ɕja51 mjɛn51 hai̯35 jou̯214 ly35 ly214 tɕʰiŋ55 jɛn55 mau̯51 ʈʂʰu55
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/A6_158.wav,tɕʰi55 ʂʐ̩0 aɚ̯51 swei̯51 tɤ0 hwaŋ35 pʰu214 tɕʰy55 ti51 i55 in214 ʂʐ̩35 kʊŋ55 sz̩55 tʰwei̯51 ɕjou̯55 ʈʂʐ̩35 kʊŋ55 ʂən214 ʈʂʐ̩51 pʰiŋ35 ʂən55 pan214 iŋ51 laŋ0 in55 wei̯51 lau̯214 pan51 wo51 ʈʂʰwaŋ35 jaŋ214 piŋ51 pjɛn51 ʈʂʰəŋ35 lɤ0 kau̯55 liŋ35 ma214 ta51 sau̯214
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/A7_126.wav,twei̯51 y35 tʰa55 tsai̯51 ʐən35 tsaŋ55 tɕy51 hwo51 tɤ0 tɕʰiŋ35 kʰwaŋ51 ɕja51 ʐəŋ35 tɕʰjaŋ214 tsʰz̩35 two35 li214 pʰwo55 kan214 jou̯214 tɕʰy51 tʰa55 sz̩51 hu55 pu51 ʈʂʐ̩55 tau̯51 tɕɥe35 waŋ51 wei̯35 hɤ35 u51
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/C4_673.wav,li214 pai̯35 ɕiŋ35 in35 tʰu35 mjau̯35 hwei̯51 tʰaŋ35 ʈʂʰau̯35 ʂʐ̩55 ʐən35 li214 pai̯35 jaŋ214 mjɛn51 tsʰaŋ55 tʰjɛn55 ʂʐ̩55 tɕʰiŋ35 man214 hwai̯35 yn51 sz̩55 tsʰwo51 tɕy51 ʂʐ̩35 ɕjau̯55 sa214 ʈʂʰau̯55 tʰwo55 tɤ0 ʂən35 tʰai̯51
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/B11_364.wav,tsai̯51 wən35 ʈʂʊŋ55 lau̯214 tsu35 mu214 twei̯51 swən55 aɚ̯35 tɤ0 tʰəŋ35 ai̯51 hɤ35 pʰan51 swən55 ʈʂʰəŋ35 lʊŋ35 tɤ0 in55 tɕʰje51 ɕin55 tɕʰiŋ35 tɕʰɥɛn35 tou̯55 ɥe51 ʐan35 ʈʂʐ̩214 ʂaŋ51
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/A19_99.wav,hʊŋ35 njaŋ35 tsz̩214 ʈʂʰa55 tɕin55 tsan55 tai̯51 in35 hwa55 pi214 mu214 tan55 ʂau̯35 jau̯0 ʂəŋ51 u214 pei̯51 tsʰʊŋ35 ʐʊŋ35 ʈʂʰu55 kɤ35 wan214 ʐwo51 yn35 mu214 tʰjɛn55 ɕjɛn55
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/A33_59.wav,i35 tan51 y51 tau̯51 lje51 u51 li51 tɕi35 jʊŋ51 tɕjau̯214 ɕy55 tɕʰjɛn35 ʈʂu51 i214 pa0 kou̯55 ʈʂwan214 jʊŋ51 i214 tsʰz̩51 ʈʂu51 ʂɤ51 i51 ʈʂən55 tɕjaŋ55 lje51 u51 tu35 sz̩214
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/C19_510.wav,hwan51 jɛn35 ʈʂʐ̩55 iŋ55 ɕjʊŋ35 tɕjou̯51 ʂʐ̩0 i35 tswo51 jau̯35 ɥɛn214 tɤ0 fəŋ55 pei̯55 wo214 mən0 ʈʂʐ̩214 nəŋ35 jaŋ214 mu51 tʰa55 ɕɥe35 ɕi35 tʰa55 tɕʰɥe51 u35 fa214 tɕʰin55 tɕin51 tʰa55 tsou̯214 tɕin51 tʰa55
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/C31_565.wav,ʈʂɤ51 ʈʂʊŋ214 ʐou̯35 ʐwan214 ʐu35 ʐwən51 ɕiŋ51 hau̯214 jou̯51 tʰou̯51 tɕʰi51 tɤ0 ɕin55 tsʰai̯35 ljau̯51 twei̯51 in214 ɕiŋ35 jɛn214 tɕiŋ51 tɤ0 tʰwei̯55 kwaŋ214 pʰu214 tɕi35 ʈʂʰan214 ʂəŋ55 lɤ0 hwa51 ʂʐ̩35 tai̯51 i51 i51
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/B22_394.wav,hɤ35 ni214 ljɛn51 ai̯51 y214 hɤ35 pje35 tɤ0 ʐən35 ljɛn51 ai̯51 twei̯51 y35 tʰa55 lai̯35 ʂwo55 jou̯214 ʂən35 mɤ0 tɕʰy55 pje35 ni214 pʰje214 pʰje35 tswei̯214 ɤ51 tu35 tɤ0 ʈʂɤ51 jaŋ51 ɕjaŋ214
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/C17_597.wav,tʰa55 u35 i35 tsai̯51 ʂʐ̩35 ɕja51 tɕjaŋ35 pʰin214 ʈʂəŋ51 ʂu55 ɥe51 fa55 ɥe51 ʈʂʊŋ51 ɥe51 fa55 ɥe51 lan51 tɤ0 ljou̯35 pi51 ʈʂʊŋ55 ʈʂʰwei̯55 tɕin51 i55 ku214 tɕʰiŋ55 ɕin55 ʈʂʐ̩55 fəŋ55
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/B7_432.wav,tɕʰi35 tɕjɛn55 tʰa55 mən0 tsau̯55 y214 lin35 y51 pau̯51 ʂai̯51 tsou̯214 tɤ0 jau̯55 swan55 tʰwei̯214 tʰəŋ35 ɤ51 lɤ0 ʈʂʰʐ̩55 kʰou̯214 kan55 ljaŋ0 kʰɤ214 lɤ0 hɤ55 kʰou̯214 ʂan55 tɕʰɥɛn35
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/D4_980.wav,ʈʂəŋ51 in55 wei̯51 tsʰz̩214 sz̩55 nwo51 tsʰəŋ35 kan214 ʈʂʰu51 pʰwo55 ʂən55 tɤ0 ʂwo55 lu214 ɕyn51 swei̯55 ʂən55 tsʰai̯35 ʂou̯51 ʐwo51 ai̯35 ɕjau̯214 tan51 hɤ35 lu214 ɕyn51 tsai̯51 i51 tɕʰi214 ni214 pi51 ɕy55 jaŋ214 ʂʐ̩51 ʈʂɤ0 tɕʰy51 liŋ214 hwei̯51 na51 ʈʂʰʊŋ35 kau̯55 tɤ0 sz̩55 ɕjaŋ214
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/B12_375.wav,tsʰaŋ55 wai̯51 ljaŋ214 an51 i51 pʰai̯35 pʰai̯35 i35 ʈʂwaŋ51 ʈʂwaŋ51 ku214 tɕjɛn51 ʈʂu51 ljɛn35 mjɛn35 pu35 twan51 ti51 iŋ35 mjɛn51 pʰu55 lai̯35 jou̯51 ɕyn51 su51 in214 mwo51 tsai̯51 wo214 mən0 hou̯51 mjɛn0
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/D31_900.wav,pau̯214 tiŋ51 ʂʐ̩51 jɛn35 mjɛn35 ʈʂʰaŋ214 tjɛn51 lan214 tjɛn51 ɕjɛn51 ʈʂʰaŋ214 hɤ35 mu51 həŋ35 tan55 ʈʂʰaŋ214 tɤ0 tɕjau̯55 hɤ35 pan214 fən55 ʈʂʰaŋ214 ɥɛn35 ʂʐ̩51 ljɛn35 njɛn35 kʰwei̯55 swən214 tɤ0 tʰiŋ35 ʈʂʰan214 pan51 tʰiŋ35 ʈʂʰan214 tɕʰi214 je51
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/C32_699.wav,ʈʂʰaŋ35 an55 hwan51 ʂaŋ51 lɤ0 lan35 ai̯51 kwo35 pu51 tɤ0 ɕjau̯51 fu35 pu35 ʂaŋ51 pan51 njɛn35 ljɛn214 sɤ51 je214 hʊŋ35 ʐwən51 lɤ0 kɤ55 pwo0 tʰwei̯214 wan51 je214 tsʰu55 lɤ0 i55 tɕʰɥɛn55
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/B6_401.wav,jou̯35 y35 ʈʂɤ51 tʰau̯51 tswo51 tɕja51 pan51 fa214 tiŋ51 tɕja51 tɕi55 ʈʂʰu214 pi214 kwo51 tɕʰy51 ɕjaŋ55 twei̯51 swo55 ɕjau̯214 wei̯35 pau̯214 ʈʂʰʐ̩35 ʂəŋ55 ʈʂʰan214 tɕiŋ55 iŋ35 tɕʰi214 je51 ɥɛn35 jou̯214 tɤ0 li51 ʐwən51 ʂwei̯214 pʰiŋ35 jou̯214 kwan55 ʈʂʰa55 ly51 iŋ55 ɕjaŋ55 iŋ51 kʰwo51 ta51
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/C20_645.wav,tɕʰɥɛn35 kwo35 ʂwaŋ55 jʊŋ55 mwo35 fan51 ʈʂʰəŋ35 ɕy35 ʈʂou̯55 ʂʐ̩51 ɕjaŋ55 tɕi51 tʰwei̯55 ʈʂʰu55 jʊŋ55 tɕyn55 jou̯55 ʂu214 tʰɤ51 pje35 fu35 u51 ɕjaŋ51 mu0 ʈʂu51 tɕyn55 kwan55 piŋ55 je214 kʰai̯55 ʈʂan214 i51 u51 pjɛn51 min35 fu35 u51
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/D12_771.wav,ʈʂəŋ51 ən55 pwo55 tɤ0 ljou̯35 ʂau̯51 tʰaŋ35 ʈʂwan51 jʊŋ51 nʊŋ35 mwo51 ʈʂʊŋ51 tsʰai̯214 hwo35 ʂəŋ55 ʂəŋ55 tɤ0 kʰɤ51 hwa51 ʈʂʰu55 ljou̯35 ʂau̯51 tʰaŋ35 tɤ0 wei̯35 wən35 hɤ35 wei̯35 ʐən35
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/A2_74.wav,kʰʊŋ55 tɕyn55 haŋ35 kʰʊŋ55 piŋ55 mou̯214 pu51 ny214 fei̯55 ɕiŋ35 ɥɛn35 waŋ35 tɕʰin35 kʰɤ51 kʰu214 tswan55 jɛn35 fei̯55 ɕiŋ35 tɕi51 nəŋ35 tswei̯51 tɕin51 kʰwa51 ʐu51 lɤ0 tɕʰɥɛn35 tʰjɛn55 hou̯51 fei̯55 ɕiŋ35 ɥɛn35 haŋ35 lje51
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/D13_754.wav,jou̯35 tʰai̯51 ɥɛn35 ʂʐ̩51 nan35 tɕjau̯55 tɕʰy55 kʰou̯51 ʈʂwaŋ55 tsʰwən55 nʊŋ35 min35 tʰou̯35 tsz̩55 ʂu51 pai̯214 wan51 ɥɛn35 tɕjɛn51 ʂɤ51 tɤ0 pʰiŋ35 jaŋ35 tɕi35 mau̯51 ʂʐ̩51 ʈʂʰaŋ214 in55 kwan35 li214 təŋ214 ʈʂu55 faŋ55 mjɛn51 tɤ0 ɥɛn35 in55 i214 tʰiŋ35 je51 i51 njɛn35
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/D6_987.wav,tsʰʊŋ35 ja55 pʰjɛn51 ʈʂan51 ʈʂəŋ55 tau̯51 tɕʰiŋ55 ʈʂəŋ51 fu214 kʰwa214 tʰai̯35 tɕin214 twei̯51 wai̯51 pʰei̯35 kʰwan214 i35 ɕjaŋ51 lei̯214 tɕi51 tɕjaŋ55 tɕin51 pai̯35 in35 ʂʐ̩35 san55 i51 ljaŋ214
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/B11_294.wav,tɕʰi35 ɕiŋ35 ʈʂwaŋ51 ʐu35 laŋ35 ja35 tɕjau̯55 tsʰwo51 taŋ55 ti51 pai̯214 ɕiŋ51 tɕjau̯51 tʰa55 laŋ35 ja35 pa51 in55 kʰʊŋ214 pu51 two55 kwai̯51 jou̯51 ʈʂʰəŋ55 tʰa55 mwo35 kwei̯35 ku214
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/D21_949.wav,jou̯35 y35 kai̯55 ʂan55 tɕy51 jou̯214 pjɛn51 wən55 tʰɤ51 ɕiŋ51 swo35 i214 tʰa55 i51 pei̯51 jʊŋ51 lai̯35 ʈʂʐ̩51 tswo51 ʂou̯214 tʰau̯51 wa51 tsz̩0 mau̯35 tʰan214 i214 tɕi35 aɚ̯35 tʰʊŋ35 wan35 tɕy51
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/A4_139.wav,tʰa55 ʐən51 wei̯35 sz̩55 ʈʂʰou̯35 ʈʂʐ̩55 lu51 ʂaŋ51 tɤ0 min35 kɤ55 hən214 jou̯214 tʰɤ51 sɤ51 in55 wei̯51 tɤ0 li214 wei̯51 ʈʂʐ̩0 həŋ35 kʰwa51 ou̯55 ja51 ta51 lu51 ʂʐ̩51 tɕi35 tʰɤ51 ʂu55 tɤ0 kʰwa51 kwo35 tɕi35 min35 kɤ55
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/B8_359.wav,ma55 ma55 tɤ0 ljɛn214 sɤ51 i214 tɕiŋ55 pjɛn51 tɤ0 ɕjaŋ51 hwaŋ35 tʰu214 tɤ0 jɛn35 sɤ51 i35 jaŋ51 hwaŋ35 ljaŋ35 jɛn214 u35 kwaŋ55 tai̯55 tai̯55 tɤ0 kʰan51 ʈʂɤ0 u55 tiŋ214 i35 tʊŋ51 je214 pu35 tʊŋ51
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/B11_336.wav,wo214 pa214 tʰa55 tɤ0 ʈʂʰəŋ55 tsan51 ɕi55 fan51 ɕjɛn35 tsʰai̯51 tɤ0 pjau̯55 ʈʂwən214 njou̯35 tɕin55 wei̯51 aɚ̯0 tɤ0 iŋ55 y214 lu51 tau̯51 lɤ0 hɤ35 aɚ̯35 tai̯51 ʂaŋ51 faŋ51 kei̯214 ʂou̯51 kau̯55 tʰjau̯55 aɚ̯35 tsz̩0 tʰiŋ55
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/C4_575.wav,in55 tsʰz̩214 tɕja55 su51 nʊŋ35 tsʰwən55 ʈʂʊŋ55 i55 jau̯51 ʂʐ̩51 jʊŋ51 ʐən35 tsʰai̯35 tɤ0 pʰei̯35 jaŋ214 ʂʐ̩51 tɕja55 tɕʰjaŋ35 nʊŋ35 tsʰwən55 ʈʂʊŋ55 i55 jau̯51 kʊŋ55 tswo51 tɤ0 i35 kɤ51 ʈʂan51 lɥe51 ʈʂʊŋ51 tjɛn214
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/C12_578.wav,ʈʂʰu35 tsʰai̯35 ʈʂəŋ51 pwo55 kei̯214 ljaŋ214 tɕʰjɛn55 san55 pai̯214 wan51 ɥɛn35 tɕjau̯51 y0 tsz̩55 tɕin55 wai̯51 hai̯35 pwo55 ʈʂʰu55 ʈʂwan55 kʰwan214 sz̩51 tɕʰjɛn55 u35 pai̯214 tɕʰi55 ʂʐ̩35 wan51 ɥɛn35 ɕin55 tɕjɛn51 ʈʂʊŋ55 ɕjau̯214 ɕɥe35
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/C22_608.wav,ʈʂʰu35 tɕja55 jʊŋ51 kɤ51 tʰi214 tsʰan55 in214 jʊŋ51 piŋ55 kwei̯51 wai̯51 ʂaŋ55 je51 jʊŋ51 ləŋ214 tsʰaŋ35 ləŋ214 tʊŋ51 ʈʂʰən35 lje51 kwei̯51 təŋ214 ʈʂwan55 je51 jʊŋ51 ʈʂʰan35 pʰin214 je35 jou̯214 ɕjaŋ55 taŋ55 ta51 tɤ0 ʂʐ̩51 ʈʂʰaŋ214
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/D7_976.wav,ʈʂɤ51 tsʰz̩51 ta51 kwei̯55 mwo35 u214 ʈʂwaŋ55 ʈʂʰʊŋ55 tʰu55 ʂʐ̩51 jou̯35 y35 kʰwən55 ʂa55 pu51 twei̯51 ʂaŋ51 ɥe51 tɕʰjaŋ214 ʈʂan51 wa214 tsu35 sz̩51 pai̯214 iŋ55 mu214 iŋ55 su51 ti51 aɚ̯35 in35 tɕʰi214 tɤ0
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/C13_540.wav,aɚ̯51 ʂʐ̩51 tɕjau̯55 ʂu55 y51 ʐən35 ɕi51 tʰʊŋ214 jau̯51 pa214 tɤ35 y51 jou̯214 tɕi55 tɤ0 ʂən51 tʰou̯51 y35 ʈʂʐ̩51 y51 ʈʂʐ̩55 ʈʂʊŋ55 nu214 li51 tswo51 tau̯51 tɤ35 y51 hɤ35 ʈʂʐ̩51 y51 tɤ0 tʰʊŋ214 i55
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/B4_264.wav,liŋ51 wai̯51 i35 tai̯51 aɚ̯51 kwa51 pi51 ʂʐ̩51 kʰʊŋ55 tʰjau̯35 tɕʰi51 ʂʐ̩51 hɤ35 wo214 kwo35 tɕʰiŋ35 kʰwaŋ51 wei̯51 wo214 ʈʂʰaŋ214 tɤ0 tɕiŋ55 pʰin214 je214 jau̯51 tɕin51 i35 pu51 fa55 ʈʂan214 y214 wan35 ʂan51
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/C18_709.wav,hwo51 ɕy214 tʰa55 hwei̯51 ou̯35 aɚ̯214 kʰan51 i51 jɛn214 tʰʊŋ35 ɕɥe35 mən0 ʂou̯35 li214 tɤ0 kɤ51 ʂʐ̩51 ɕin55 wan35 i51 tan51 tʰa55 kəŋ51 kʰɤ214 waŋ51 i55 twən51 jou̯214 y35 jou̯214 ʐou̯51 tɤ0 pau̯214 ʂʐ̩35
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/D4_969.wav,tsai̯51 ny35 tsz̩214 i55 pai̯35 mi214 tsz̩51 jou̯35 jʊŋ214 tɕɥe35 sai̯51 ʈʂʊŋ55 wo214 kwo35 jʊŋ214 tʰan35 ny214 tɕje35 ɥe51 tɕiŋ51 i35 i214 u214 ʂʐ̩35 sz̩51 mjau̯214 u214 ʂʐ̩35 tɤ0 ʈʂʰəŋ35 tɕi51 ʈʂɤ35 kwei̯51
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/A32_91.wav,ɕi55 an55 tʊŋ55 nan35 pei̯214 ʈʂʰəŋ35 mən35 tɕʰjɛn35 jou̯35 ɕy214 two55 ɕɥɛn55 ʈʂʰwan35 pʰai̯35 kwa51 i35 kʰwai̯51 pʰai̯35 i51 njɛn35 jau̯51 hwa55 ljaŋ214 wan51 ɥɛn35 wo214 mən0 je214 kwa51 lɤ0 i35 kʰwai̯51
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/C21_578.wav,ʈʂʰu35 tsʰai̯35 ʈʂəŋ51 pwo55 kei̯214 ljaŋ214 tɕʰjɛn55 san55 pai̯214 wan51 ɥɛn35 tɕjau̯51 y0 tsz̩55 tɕin55 wai̯51 hai̯35 pwo55 ʈʂʰu55 ʈʂwan55 kʰwan214 sz̩51 tɕʰjɛn55 u35 pai̯214 tɕʰi55 ʂʐ̩35 wan51 ɥɛn35 ɕin55 tɕjɛn51 ʈʂʊŋ55 ɕjau̯214 ɕɥe35
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/C17_652.wav,kwaŋ214 ʈʂou̯55 ɥe51 tɕy51 aɚ̯51 tʰwan35 tsʰʊŋ35 njɛn35 ʈʂʰu55 aɚ̯51 tɕʰi214 tsai̯51 pʰan55 y214 jɛn214 ʈʂʰu55 hou̯51 tɕjaŋ55 jau̯51 tau̯51 ɥe51 tʊŋ55 ʂan55 tɕʰy55 mei̯35 ʈʂou̯55 hɤ35 ɥɛn35 ɕjɛn51 i51
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/B11_329.wav,jou̯35 y35 aɚ̯51 ʂʐ̩35 u214 ʂʐ̩214 ʂʐ̩51 jʊŋ51 ku214 wən35 jɛn35 wən35 ʈʂwan51 ɕje214 y214 tsʰz̩35 tɕjɛn55 sɤ51 tɕʰje214 tɕɥɛn51 ʈʂʐ̩51 pʰaŋ35 ta51 i51 pan55 tu35 ʈʂɤ214 nan35 i214 ɥe51 tu35
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/C4_739.wav,nʊŋ35 min35 y214 fa214 njou̯35 ti214 tɕjau̯214 jaŋ35 kʰən214 tsʰau̯214 hau̯35 tsz̩0 han55 han55 tɕʰyn35 y35 hwan55 u214 ʈʂʊŋ51 ja55 ɕi55 taŋ51
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/D11_809.wav,tʰʊŋ35 ʂʐ̩35 fən214 ʈʂwaŋ51 sz̩51 ljau̯51 je214 i214 pei̯51 kʰɤ55 li51 ʈʂwaŋ51 swo214 tʰi51 tai̯51 aɚ̯35 wo214 kwo35 nʊŋ35 tsʰwən55 ʐəŋ35 tsai̯51 ʂʐ̩214 jʊŋ51 iŋ35 jaŋ214 tɕja51 ʈʂʐ̩35 tɕjau̯51 ti55 tɤ0 hwən51 hɤ35 sz̩51 ljau̯51
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/C20_578.wav,ʈʂʰu35 tsʰai̯35 ʈʂəŋ51 pwo55 kei̯214 ljaŋ214 tɕʰjɛn55 san55 pai̯214 wan51 ɥɛn35 tɕjau̯51 y0 tsz̩55 tɕin55 wai̯51 hai̯35 pwo55 ʈʂʰu55 ʈʂwan55 kʰwan214 sz̩51 tɕʰjɛn55 u35 pai̯214 tɕʰi55 ʂʐ̩35 wan51 ɥɛn35 ɕin55 tɕjɛn51 ʈʂʊŋ55 ɕjau̯214 ɕɥe35
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/A34_75.wav,ʈʂʰʊŋ35 ʈʂən55 ti51 pən214 twei̯51 tʰa55 pʰwo55 wei̯35 i214 ʈʂʊŋ51 hai̯35 tɕja51 lin35 swən55 fu214 i214 ʂʐ̩51 ən55 ʈʂʰʊŋ214 liŋ51 swən55 ɥɛn35 hwa51 kan214 tɕi55 tʰi51 liŋ35
